८३वाँ	_modifies_noun	पुष्टता
कर्णाटक	_modifies_noun	भगा_देना
समाधान	_modifies_noun	अतृप्त
झारसुगुड़ा_शहर	_modifies_noun	रफूगरी
अँकोरना	_modifies_noun	अतृप्त
सिन्धवी	_modifies_noun	ताल-मेल
कोयंबटूर_ज़िला	_verb	अभिरना
अनाज_विक्रेता	_modifies_noun	पुष्टता
याभ	_modifies_noun	सिन्धुलताग्र
अश्वबंध	_modifies_noun	ताल-मेल
रिमझिम	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
मोटरी	_verb	धाव_पट्टी
दुश्शाला	_modifies_noun	सिन्धुलताग्र
रसोई_कर्म	_modifies_noun	बिलल्ला
फ़तेहपुर_जिला	_modifies_noun	पुष्टता
होशियारपुर	_verb	अभिरना
डेनमार्क	_modifies_noun	ताल-मेल
फर्मियम	_modifies_noun	ताल-मेल
कापर	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
कूर्म	_modifies_noun	सिन्धुलताग्र
अर्द्धोन्मत्त	_modifies_noun	श्वेतकांडा
भद्रसोमा	_modifies_noun	अंधियार-कोठरी
आनुपातिक	_modifies_noun	ताल-मेल
राजिकाचित्र	_modifies_noun	पुष्टता
सोवा	_modifies_noun	सिन्धुलताग्र
रामपुरी	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
कोलासिब_शहर	_modifies_noun	ब्रह्मरेख
आवाज़_उठाना	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
हमेशा_की_तरह	_modifies_noun	उनतालीस
हाज़री	_modifies_noun	सेवक_वर्ग
शिल्पकला	_modifies_noun	ऐथलीट
दूरभाष	_modifies_noun	अतृप्त
पद्मप्रभ_नाथ	_modifies_noun	पुष्टता
65	_modifies_noun	पुष्टता
मुचक	_modifies_noun	कुबजा
जांबिया	_modifies_noun	अतृप्त
अनसीझा	_modifies_noun	ताल-मेल
ईद-उल-जुहा	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
नक्ता	_modifies_noun	पुष्टता
संगबसरी	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
विदिश्	_modifies_noun	पुष्टता
ग़ैर_लाइसेंसी	_modifies_noun	उनतालीस
सुनसान_जगह	_modifies_noun	पुष्टता
यष्टीकण	_modifies_noun	मित्रवती
डेजर्ट	_modifies_noun	अतृप्त
योग_कुण्डलिनि_उपनिषद	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
खुला_मैदान	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
अनुत्सुकता	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
आहार_व्यंजन	_modifies_noun	कोष्ठक_चिह्न
विलियम_नगर	_modifies_noun	कुबजा
दंतुलिया	_verb	जैसलमेर_शहर
शमशेरज़न	_modifies_noun	पुष्टता
तम्बूरी	_modifies_noun	ताल-मेल
९६	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
सम्हाल_लेना	_modifies_noun	ताल-मेल
दुर्जन	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
नागरकोइल	_modifies_noun	बर्मा_वासी
सदाबहार_वन	_modifies_noun	उनतालीस
रमा	_modifies_noun	ताल-मेल
धौलपुर	_modifies_noun	अतृप्त
धर्मापुरी_ज़िला	_verb	धाव_पट्टी
ऊष्मीय_विद्युत_संयंत्र	_modifies_noun	सिन्धुलताग्र
खुरफ	_modifies_noun	उनतालीस
कृष्ण-सुपर्ण	_modifies_noun	पुष्टता
इरषित	_modifies_noun	पुष्टता
उत्थानशील	_modifies_noun	ताल-मेल
अनुष्ठान	_modifies_noun	पुष्टता
पर्णास	_modifies_noun	बिलल्ला
गुदरा	_verb	धाव_पट्टी
भारतरत्न	_modifies_noun	ताल-मेल
गज़ब_ढाना	_modifies_noun	ताल-मेल
जुगल	_modifies_noun	पुष्टता
दर्जेदार	_modifies_noun	पुष्टता
होश_हवा_होना	_modifies_noun	बिलल्ला
शेखचिल्ली	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
जांत	_modifies_noun	पुष्टता
यूनिफार्म	_modifies_noun	रणभूमि
छवाई	_modifies_noun	अतृप्त
कथनीयता	_modifies_noun	ताल-मेल
जलबिन्दुज	_modifies_noun	पुष्टता
पुष्पराग	_modifies_noun	ताल-मेल
अवलेप	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
चाटुकार	_modifies_noun	उनतालीस
अवटुग्रन्थि	_modifies_noun	उनतालीस
बेकार_की_भाग-दौड़	_modifies_noun	बाहर_आना
जोधा	_modifies_noun	पुष्टता
मकरी	_modifies_noun	पुष्टता
नगर_परिषद	_modifies_noun	पुष्टता
ग्राम_कैलोरी	_verb	अभिरना
पथ्या	_modifies_noun	उनतालीस
बैल	_modifies_noun	पुष्टता
शतपर्वामूल	_modifies_noun	अतृप्त
चौखा	_modifies_noun	वल्वग
शिखी	_modifies_noun	बिलल्ला
प्रमथ	_modifies_noun	बिलल्ला
अमामा	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
सुनाही	_modifies_noun	ब्रह्मरेख
साठवां_साल	_modifies_noun	पुष्टता
शुक्लकन्द	_verb	सलवार_कुरता
चलचित्रण	_modifies_noun	ब्रह्मरेख
गृहमाचिका	_modifies_noun	उनतालीस
मुहाना	_verb	अभिरना
गर्भ_निरोधक	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
सनसनीदार	_modifies_noun	अभिप्रणय
ढालना	_modifies_noun	अतृप्त
चतरा_ज़िला	_modifies_noun	उनतालीस
पीञ्जरा	_modifies_noun	उनतालीस
आचरण_करना	_verb	धाव_पट्टी
निजात_दिलाना	_modifies_noun	पुष्टता
परिपृष्ठ	_modifies_noun	ताल-मेल
खन्ता	_modifies_noun	पुष्टता
विकृत	_modifies_noun	उनतालीस
कारलोटा	_modifies_noun	निरालंब
असुरसेन	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
वर्णचारक	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
दर्राज़	_modifies_noun	ब्रह्मरेख
चन्द्रघण्टा	_modifies_noun	पुष्टता
पश्चजल	_modifies_noun	उनतालीस
बैरगढ़_जिला	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
पोटा	_modifies_noun	पुष्टता
रिकाँग_पिओ	_modifies_noun	उनतालीस
पारिक्षित	_modifies_noun	पुष्टता
अविलंब	_modifies_noun	रणभूमि
कीटभक्षी	_modifies_noun	पुष्टता
तरवर	_modifies_noun	ताल-मेल
महादान	_modifies_noun	ब्रह्मरेख
अजगैबी	_verb	अभिरना
शल्मलि	_modifies_noun	ताल-मेल
पाखाना_करना	_modifies_noun	अतृप्त
इस्तीफ़ा	_modifies_noun	वल्वग
अन्यव्रत	_modifies_noun	ताल-मेल
देस_निर्वासन	_modifies_noun	पुष्टता
ध्वांतशत्रु	_verb	अभिरना
महावायु	_verb	अभिरना
पुलिस-थाना	_modifies_noun	अतृप्त
अन्यत्वभावना	_verb	धाव_पट्टी
छप्पय	_modifies_noun	ताल-मेल
क्ष_किरण_मशीन	_modifies_noun	ताल-मेल
ख़रादी	_modifies_noun	पुष्टता
अर्थपूर्ण_होना	_modifies_noun	उनतालीस
लोकनाट्य	_modifies_noun	पुष्टता
शापना	_modifies_noun	अतृप्त
प्राण_वायु	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
प्रेमपूर्ण	_modifies_noun	ब्रह्मरेख
खटखट_होना	_modifies_noun	पुष्टता
पूंच_शहर	_modifies_noun	उनतालीस
रजिस्ट्रीकृत	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
मनोहर_राग	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
तकवा	_modifies_noun	अतृप्त
आकाश_गंगा_नदी	_modifies_noun	ब्रह्मरेख
बिलोड़न_करना	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
प्रलयरात्रि	_modifies_noun	पुष्टता
ग्रुप	_verb	धाव_पट्टी
थम्भ	_verb	अभिरना
संगणकीय	_modifies_noun	पुष्टता
रेक्टम	_verb	जैसलमेर_शहर
अमका-धमका	_modifies_noun	बिलल्ला
हज्म_होना	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
अलकाधिप	_modifies_noun	बिलल्ला
बंधुजीवक	_verb	अभिरना
नदी-घाटी	_modifies_noun	ताल-मेल
पिलाना	_modifies_noun	पुष्टता
पारलौकिक	_modifies_noun	उनतालीस
बर्फी	_modifies_noun	पुष्टता
मस्कावोलिटैंस	_modifies_noun	पुष्टता
अभिपूर्ण	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
आयु_सम्भाव्यता	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
सफेद_दाग	_modifies_noun	रणभूमि
हर_कोने_में	_modifies_noun	ताल-मेल
रँगीली-टोड़ी	_modifies_noun	अतृप्त
मध्य-बिन्दु	_modifies_noun	साओ_टोम_और_प्रींसिपे_जनतांत्रिक_गणराज्य
रक्षी	_modifies_noun	उनतालीस
दुढ्डाचारी	_modifies_noun	ताल-मेल
स्तरित	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
टोंस_नदी	_modifies_noun	ब्रह्मरेख
मिक्सी	_modifies_noun	उनतालीस
धौल-धप्पड़	_modifies_noun	भाषा-विज्ञानी
दाखिला	_modifies_noun	उनतालीस
कीर्तनकर्त्ता	_modifies_noun	ताल-मेल
रिश्वतखोर	_modifies_noun	उनतालीस
पेटार्थू	_modifies_noun	उनतालीस
भाषान्तरण	_modifies_noun	पुष्टता
कठफोड़वा	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
सन्न	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
शारीरिक_द्रव	_verb	धाव_पट्टी
बतख़	_modifies_noun	पुष्टता
साँथी	_modifies_noun	उनतालीस
बालिवुड	_modifies_noun	अतृप्त
संवर्द्धन_गृह	_modifies_noun	ताल-मेल
चिड़ी_बाज	_modifies_noun	ताल-मेल
श्वेत-पोश	_modifies_noun	पुष्टता
दानशील	_modifies_noun	पुष्टता
कान_फटना	_modifies_noun	पुष्टता
प्रत्यंचा	_modifies_noun	ताल-मेल
डाटाफाइल	_verb	धाव_पट्टी
दैवदीप	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
गुज्जर	_verb	धाव_पट्टी
देसावरी	_modifies_noun	सिन्धुलताग्र
लिफ़्ट	_modifies_noun	अतृप्त
जांबिया	_modifies_noun	उनतालीस
विनय	_modifies_noun	कोरी
दमखम	_modifies_noun	ताल-मेल
दल_बदल	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
खिलौना_रेलगाड़ी	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
इंद्रियजीत	_modifies_noun	पुष्टता
बोबला	_modifies_noun	ताल-मेल
आकारी	_modifies_noun	रंगहीन
आयरलैंड-वासी	_modifies_noun	अतृप्त
किरिबैटी	_modifies_noun	ब्रह्मरेख
ज्ञानदा	_modifies_noun	उनतालीस
अमोघा	_modifies_noun	अभिस्यन्दी
अनुरक्षण	_modifies_noun	मानवकृत
कंकपृष्ठी	_modifies_noun	ताल-मेल
त्रिकूट	_modifies_noun	उनतालीस
पाद_तल	_modifies_noun	उसी_तरह
योगीन्द्र	_modifies_noun	फुआ
पठमंजरी	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
उपनाम	_modifies_noun	अतृप्त
गज़ट	_modifies_noun	पुष्टता
नंगे_पैर	_modifies_noun	पुष्टता
काला_जीरा	_modifies_noun	ताल-मेल
करतल_ध्वनि	_verb	बुरी_ख़बर
उढ़ौनी	_modifies_noun	पुष्टता
कुप्पा_होना	_modifies_noun	पुष्टता
खादिम	_verb	जैसलमेर_शहर
बहाना_मारना	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
धर्मापुरी_ज़िला	_verb	अभिरना
बेवकूफ_बनाना	_modifies_noun	पुष्टता
अश्वक्रांता	_verb	धाव_पट्टी
झाँकर	_modifies_noun	अतृप्त
मन्त्री_परिषद	_modifies_noun	बिलल्ला
वर्षप्रतिबन्ध	_modifies_noun	अतृप्त
सहकर्मी	_verb	धाव_पट्टी
बोलीवर	_modifies_noun	निरालंब
होले-होले	_modifies_noun	बिलल्ला
चैत्रगौड़ी	_modifies_noun	ब्रह्मरेख
वृषाकपायी	_modifies_noun	पुष्टता
उद्देश्यहीन	_modifies_noun	उनतालीस
हुसैनी-कान्हड़ा	_modifies_noun	निरालंब
हिमकर	_modifies_noun	पुष्टता
करिवदन	_modifies_noun	अभिस्यन्दी
सुहागा	_modifies_noun	पुष्टता
अमका-धमका	_modifies_noun	सिन्धुलताग्र
कुंड	_modifies_noun	उनतालीस
टूथपेस्ट	_modifies_noun	कंपिल
चेंटुआ	_modifies_noun	अभिस्यन्दी
मछुआरा_जाति	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
तिरछी_बैठक	_modifies_noun	ब्रिटिश_गुईनाई
राजसमन्द_ज़िला	_modifies_noun	सिन्धुलताग्र
सुदर्शन_चक्र	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
तीन_पाँच_करना	_modifies_noun	ब्रह्मरेख
अमंगलकारी	_modifies_noun	रणभूमि
खटकना	_modifies_noun	वल्वग
भोज_विद्या	_modifies_noun	पुष्टता
साहसिक_उद्यान	_modifies_noun	ताल-मेल
राजकर्ण	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
मझोली	_modifies_noun	ताल-मेल
असंविधानीय	_modifies_noun	उनतालीस
प्रसन्नेरा	_modifies_noun	डाँट_खाना
प्रूफशोधक	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
दुःशीला	_modifies_noun	पुष्टता
मुज़ैम्बिक़	_modifies_noun	ब्रह्मरेख
कुठला	_modifies_noun	निरालंब
खलियान	_modifies_noun	ताल-मेल
अनल-प्रिया	_modifies_noun	बिलल्ला
खरसान	_modifies_noun	उनतालीस
पचासीवाँ	_modifies_noun	पुष्टता
जंतु_समूह	_modifies_noun	पब्लिक_प्रॉसिक्यूटर
स्कोर	_verb	धाव_पट्टी
सशुल्क_अतिथि	_modifies_noun	ईयर
साइप्रसी_पाउण्ड	_modifies_noun	वल्वग
युवनाश्व	_modifies_noun	अतृप्त